x,y,Thermal Conductivity,Lattice Parameter(WPF),delta_d(SPF-WPF),d-spacing(WPF),Fluorite Size Disorder,Entropy,strain(LMFIT-dspacing),a111(LMFIT),a200(LMFIT),mismatch(LMFIT-lattice parameter),d111(LMFIT),d200(LMFIT),corr_length,fwhm111(LMFIT),delta_d/d
-1.7,2.1,0.753257778,5.239872,0.0184845930543802,2.619936,0.0987386048596245,4.179161547287442,0.12771,5.239846,5.277752,-0.007234,3.025226,2.638876,2.948660272867483,0.097801,0.007055360533379517
-1.7,2.2,0.743421316,5.238293,0.0178635592442217,2.6191465,0.0986011684874831,4.177007192010711,0.127776,5.238287,5.275779,-0.007157,3.024326,2.63789,2.948660272867483,0.097827,0.006820374211301926
-1.7,2.3,0.750404465,5.238293,0.0178635592442217,2.6191465,0.0984661173158423,4.174492418006845,0.127776,5.238287,5.275779,-0.007157,3.024326,2.63789,2.948660272867483,0.097827,0.006820374211301926
-1.7,2.4,0.985673492,5.237295,0.0188267388809086,2.6186475,0.0984416084389332,4.176365990430472,0.127697,5.236856,5.274814,-0.007248,3.0235,2.637407,2.948660272867483,0.098314,0.007189489567003043
-1.7,2.5,0.842548971,5.237295,0.0188267388809086,2.6186475,0.0983090271023976,4.173412679731549,0.127697,5.236856,5.274814,-0.007248,3.0235,2.637407,2.948660272867483,0.098314,0.007189489567003043
-1.6,-2.5,0.629556172,5.251491,0.0184063406921368,2.6257455,0.1044527350566365,3.93531817330923,0.127732,5.252662,5.290525,-0.007208,3.032626,2.645263,2.948660272867483,0.094977,0.007009948485920209
-1.6,-2.4,0.648837453,5.251491,0.0184063406921368,2.6257455,0.1043098021953205,3.948974165412389,0.127732,5.252662,5.290525,-0.007208,3.032626,2.645263,2.948660272867483,0.094977,0.007009948485920209
-1.6,-2.3,0.693807766,5.251464,0.0185575619661895,2.625732,0.1041704783655921,3.962185416422809,0.127734,5.252577,5.290426,-0.007206,3.032576,2.645213,2.948660272867483,0.095186,0.00706757657148159
-1.6,-2.2,0.642750144,5.251464,0.0185575619661895,2.625732,0.1040289579203492,3.975217607733212,0.127734,5.252577,5.290426,-0.007206,3.032576,2.645213,2.948660272867483,0.095186,0.00706757657148159
-1.6,-2.1,0.785410656,5.251581,0.0172864360623825,2.6257905,0.1038860990277576,3.988035147937621,0.127925,5.252899,5.289595,-0.006986,3.032763,2.644797,2.948660272867483,0.094655,0.006583326454407731
-1.6,-2.0,0.658240993,5.251581,0.0172864360623825,2.6257905,0.1038078761418217,3.991029161474419,0.127925,5.252899,5.289595,-0.006986,3.032763,2.644797,2.948660272867483,0.094655,0.006583326454407731
-1.6,-1.9,0.899541549,5.251581,0.0172864360623825,2.6257905,0.103666341867993,4.003425675613532,0.127925,5.252899,5.289595,-0.006986,3.032763,2.644797,3.4090500791991025,0.094655,0.006583326454407731
-1.6,-1.8,0.96435858,5.251573,0.0172252962501917,2.6257865,0.1035246842792166,4.015595115892431,0.128011,5.25289,5.289062,-0.006886,3.032757,2.644531,3.920612072610914,0.094379,0.006560052102557348
-1.6,-1.7,0.806693087,5.251573,0.0172252962501917,2.6257865,0.1033784247639063,4.02770068308828,0.128011,5.25289,5.289062,-0.006886,3.032757,2.644531,4.429767278091759,0.094379,0.006560052102557348
-1.6,-1.6,0.753819753,5.251272,0.0172191810854207,2.625636,0.103290116963838,4.030686522537478,0.128112,5.252642,5.288198,-0.006769,3.032614,2.644099,4.929418369178192,0.094642,0.006558099098816705
-1.6,-1.5,0.672735075,5.251272,0.0172191810854207,2.625636,0.1031486061944858,4.042340910561935,0.128112,5.252642,5.288198,-0.006769,3.032614,2.644099,5.410300600008353,0.094642,0.006558099098816705
-1.6,-1.4,0.730897295,5.251272,0.0172191810854207,2.625636,0.1030046293774137,4.053898625762425,0.128112,5.252642,5.288198,-0.006769,3.032614,2.644099,5.867605076488455,0.094642,0.006558099098816705
-1.6,-1.3,0.69926625,5.251067,0.0169609513875674,2.6255335,0.1029019372131718,4.057155992273543,0.128213,5.252526,5.28747,-0.006653,3.032548,2.643735,6.311302622582445,0.094251,0.006460001895830848
-1.6,-1.2,0.76361956,5.251067,0.0169609513875674,2.6255335,0.1027612409895255,4.068409000445399,0.128213,5.252526,5.28747,-0.006653,3.032548,2.643735,6.770881080133845,0.094251,0.006460001895830848
-1.6,-1.1,0.786114773,5.251321,0.0162436794567457,2.6256605,0.102620990939066,4.079526358404199,0.128091,5.252465,5.288149,-0.006794,3.032512,2.644074,7.261558803843666,0.093632,0.00618651172028741
-1.6,-1.0,0.71824509,5.251321,0.0162436794567457,2.6256605,0.1025082249332704,4.08300985021791,0.128091,5.252465,5.288149,-0.006794,3.032512,2.644074,7.7452737834404815,0.093632,0.00618651172028741
-1.6,-0.9,0.740503832,5.251321,0.0162436794567457,2.6256605,0.1023756384574673,4.093812573765998,0.128091,5.252465,5.288149,-0.006794,3.032512,2.644074,8.165544007793677,0.093632,0.00618651172028741
-1.6,-0.8,0.734448062,5.251301,0.0156753665494147,2.6256505,0.1022553143348956,4.097547118723365,0.128598,5.252935,5.28555,-0.006209,3.032784,2.642775,8.471036243683606,0.092888,0.005970088764447021
-1.6,-0.7,0.922555047,5.251301,0.0156753665494147,2.6256505,0.1021251264297269,4.108288972006781,0.128598,5.252935,5.28555,-0.006209,3.032784,2.642775,8.596792540626948,0.092888,0.005970088764447021
-1.6,-0.6,0.744727143,5.250055,0.017186777039992,2.6250275,0.1020038825629793,4.112155178857797,0.128326,5.251571,5.285825,-0.006522,3.031996,2.642912,8.454774776322147,0.093484,0.006547275043782208
-1.6,-0.5,0.870621812,5.250055,0.017186777039992,2.6250275,0.1018751783979711,4.116307860355489,0.128326,5.251571,5.285825,-0.006522,3.031996,2.642912,8.00161981409861,0.093484,0.006547275043782208
-1.6,-0.4,0.666442134,5.250055,0.017186777039992,2.6250275,0.1017604011223089,4.126820724926409,0.128326,5.251571,5.285825,-0.006522,3.031996,2.642912,7.312105764999844,0.093484,0.006547275043782208
-1.6,-0.3,0.775867508,5.24963,0.0170028916675222,2.624815,0.1016345686698273,4.13113807995015,0.128394,5.251245,5.285081,-0.006444,3.031807,2.642541,6.507040571708028,0.093411,0.006477748590861527
-1.6,-0.2,0.715819169,5.24963,0.0170028916675222,2.624815,0.1015072066420945,4.135629122449632,0.128394,5.251245,5.285081,-0.006444,3.031807,2.642541,5.693875262159047,0.093411,0.006477748590861527
-1.6,-0.1,0.632807317,5.248907,0.0171077553899534,2.6244535,0.1013824460730773,4.140175942431996,0.128312,5.250507,5.284837,-0.006538,3.031382,2.642419,4.97856804030153,0.094037,0.006518597258421002
-1.6,0.0,0.744929666,5.248907,0.0171077553899534,2.6244535,0.1013824460730773,4.140175942431996,0.128312,5.250507,5.284837,-0.006538,3.031382,2.642419,4.493755970454067,0.094037,0.006518597258421002
-1.6,0.1,0.905689009,5.248907,0.0171077553899534,2.6244535,0.1011357608845554,4.149701557150333,0.128312,5.250507,5.284837,-0.006538,3.031382,2.642419,4.242538042955738,0.094037,0.006518597258421002
-1.6,0.2,0.888458769,5.247733,0.0181042272814355,2.6238665,0.1010214321413327,4.154409431124526,0.128205,5.249176,5.284147,-0.006662,3.030613,2.642074,4.217484326830933,0.094822,0.006899827899565583
-1.6,0.3,0.73527307,5.247733,0.0181042272814355,2.6238665,0.1009111375004151,4.159160572239095,0.128205,5.249176,5.284147,-0.006662,3.030613,2.642074,4.328652586205991,0.094822,0.006899827899565583
-1.6,0.4,0.703289334,5.247403,0.0174942627809038,2.6237015,0.100808116709523,4.16380551279452,0.127999,5.24826,5.284473,-0.0069,3.030084,2.642236,4.501865988465998,0.095269,0.006667779387595654
-1.6,0.5,0.817817782,5.247403,0.0174942627809038,2.6237015,0.1006284740953118,4.16433364442075,0.127999,5.24826,5.284473,-0.0069,3.030084,2.642236,4.679059370876897,0.095269,0.006667779387595654
-1.6,0.6,0.674773679,5.247403,0.0174942627809038,2.6237015,0.1005350003786259,4.168971296395314,0.127999,5.24826,5.284473,-0.0069,3.030084,2.642236,4.8050223868167485,0.095269,0.006667779387595654
-1.6,0.7,0.893283228,5.246063,0.0180904455583359,2.6230315,0.1004513000225749,4.173311220054592,0.127959,5.247359,5.283807,-0.006946,3.029564,2.641903,4.844388107073624,0.09522,0.0068967702287738054
-1.6,0.8,1.006540422,5.246063,0.0180904455583359,2.6230315,0.1002779558670985,4.173922431606091,0.127959,5.247359,5.283807,-0.006946,3.029564,2.641903,4.808090615636971,0.09522,0.0068967702287738054
-1.6,0.9,0.699630591,5.245508,0.0178776408861756,2.622754,0.1002038721256082,4.178139166656184,0.127859,5.246379,5.283429,-0.007062,3.028998,2.641714,4.721864742965779,0.095973,0.006816362070623321
-1.6,1.0,0.938842543,5.245508,0.0178776408861756,2.622754,0.1000386651349458,4.178465737890697,0.127859,5.246379,5.283429,-0.007062,3.028998,2.641714,4.599618536112473,0.095973,0.006816362070623321
-1.6,1.1,0.658729211,5.245508,0.0178776408861756,2.622754,0.0999761458124611,4.182344700963028,0.127859,5.246379,5.283429,-0.007062,3.028998,2.641714,4.447518027246674,0.095973,0.006816362070623321
-1.6,1.2,0.835423755,5.244288,0.0184277353671413,2.622144,0.0998148051462411,4.18257996465467,0.127815,5.24513,5.282435,-0.007112,3.028277,2.641217,4.269601705657852,0.096466,0.007027735840267087
-1.6,1.3,0.989282807,5.244288,0.0184277353671413,2.622144,0.0996572673467226,4.182526126212193,0.127815,5.24513,5.282435,-0.007112,3.028277,2.641217,4.063465914947731,0.096466,0.007027735840267087
-1.6,1.4,0.770001663,5.243448,0.0179312278902932,2.621724,0.0996085603637903,4.185921327427066,0.127881,5.244136,5.281033,-0.007036,3.027703,2.640517,3.813931805436135,0.096553,0.006839479628783656
-1.6,1.5,0.762666078,5.243448,0.0179312278902932,2.621724,0.09945575788014,4.185614375903634,0.127881,5.244136,5.281033,-0.007036,3.027703,2.640517,3.499496375397323,0.096553,0.006839479628783656
-1.6,1.6,0.683716773,5.243448,0.0179312278902932,2.621724,0.0993070630985794,4.184935643417254,0.127881,5.244136,5.281033,-0.007036,3.027703,2.640517,3.099593399601482,0.096553,0.006839479628783656
-1.6,1.7,0.876508235,5.242807,0.0186949312945508,2.6214035,0.0992705650523171,4.187700119254935,0.127655,5.243241,5.281503,-0.007297,3.027186,2.640751,2.948660272867483,0.096704,0.007131649627594836
-1.6,1.8,0.893078297,5.242807,0.0186949312945508,2.6214035,0.0991244935982035,4.186793593976279,0.127655,5.243241,5.281503,-0.007297,3.027186,2.640751,2.948660272867483,0.096704,0.007131649627594836
-1.6,1.9,0.762521737,5.241551,0.018250591017412,2.6207755,0.0989826979266869,4.185432658466432,0.127919,5.241923,5.278579,-0.006993,3.026426,2.639289,2.948660272867483,0.097238,0.006963813198578817
-1.6,2.0,0.837946611,5.241551,0.018250591017412,2.6207755,0.0988430611492922,4.183761692753244,0.127919,5.241923,5.278579,-0.006993,3.026426,2.639289,2.948660272867483,0.097238,0.006963813198578817
-1.6,2.1,0.732264387,5.241551,0.018250591017412,2.6207755,0.0988154605991563,4.185953965541741,0.127919,5.241923,5.278579,-0.006993,3.026426,2.639289,2.948660272867483,0.097238,0.006963813198578817
-1.6,2.2,0.753619953,5.239978,0.0186234255726365,2.619989,0.0986783177690552,4.183915441642163,0.127675,5.240167,5.278284,-0.007274,3.025412,2.639142,2.948660272867483,0.09767,0.007108207543099036
-1.6,2.3,0.854407157,5.239978,0.0186234255726365,2.619989,0.0985433268336323,4.181512740807655,0.127675,5.240167,5.278284,-0.007274,3.025412,2.639142,2.948660272867483,0.09767,0.007108207543099036
-1.6,2.4,0.880042254,5.239195,0.018292234482911,2.6195975,0.0984105356011906,4.178727777677284,0.127838,5.239019,5.276144,-0.007086,3.024749,2.638072,2.948660272867483,0.098086,0.006982841632316034
-1.6,2.5,0.901664658,5.239195,0.018292234482911,2.6195975,0.0982780401089304,4.175686795708596,0.127838,5.239019,5.276144,-0.007086,3.024749,2.638072,2.948660272867483,0.098086,0.006982841632316034
-1.5,-2.5,0.634141723,5.251491,0.0184063406921368,2.6257455,0.1044662735759998,3.941967231182144,0.127732,5.252662,5.290525,-0.007208,3.032626,2.645263,2.948660272867483,0.094977,0.007009948485920209
-1.5,-2.4,0.794929252,5.251491,0.0184063406921368,2.6257455,0.104329117996272,3.95537507982216,0.127732,5.252662,5.290525,-0.007208,3.032626,2.645263,2.948660272867483,0.094977,0.007009948485920209
-1.5,-2.3,0.627043772,5.251464,0.0185575619661895,2.625732,0.1041895835005439,3.968604769216758,0.127734,5.252577,5.290426,-0.007206,3.032576,2.645213,2.948660272867483,0.095186,0.00706757657148159
-1.5,-2.2,0.762895459,5.251464,0.0185575619661895,2.625732,0.1041240888029306,3.971333492994985,0.127734,5.252577,5.290426,-0.007206,3.032576,2.645213,2.948660272867483,0.095186,0.00706757657148159
-1.5,-2.1,0.729855849,5.251581,0.0172864360623825,2.6257905,0.1039843520141161,3.984181132254651,0.127925,5.252899,5.289595,-0.006986,3.032763,2.644797,3.270985147707263,0.094655,0.006583326454407731
-1.5,-2.0,0.779950059,5.251581,0.0172864360623825,2.6257905,0.1038380431497538,3.997016826383834,0.127925,5.252899,5.289595,-0.006986,3.032763,2.644797,3.7754542237552178,0.094655,0.006583326454407731
-1.5,-1.9,0.822605401,5.251581,0.0172864360623825,2.6257905,0.1036965817092207,4.009401553972517,0.127925,5.252899,5.289595,-0.006986,3.032763,2.644797,4.285334744286105,0.094655,0.006583326454407731
-1.5,-1.8,0.73353885,5.251573,0.0172252962501917,2.6257865,0.103555173854654,4.021537420136602,0.128011,5.25289,5.289062,-0.006886,3.032757,2.644531,4.806672622582208,0.094379,0.006560052102557348
-1.5,-1.7,0.602092872,5.251573,0.0172252962501917,2.6257865,0.1034752763188663,4.024353706486292,0.128011,5.25289,5.289062,-0.006886,3.032757,2.644531,5.339926436161575,0.094379,0.006560052102557348
-1.5,-1.6,0.778885546,5.251272,0.0172191810854207,2.625636,0.1033273978028278,4.036392828601642,0.128112,5.252642,5.288198,-0.006769,3.032614,2.644099,5.87619707879947,0.094642,0.006558099098816705
-1.5,-1.5,0.70791245,5.251272,0.0172191810854207,2.625636,0.1031862992963422,4.047988989406686,0.128112,5.252642,5.288198,-0.006769,3.032614,2.644099,6.399660632897873,0.094642,0.006558099098816705
-1.5,-1.4,0.702525834,5.251272,0.0172191810854207,2.625636,0.1030914116497861,4.051100012950578,0.128112,5.252642,5.288198,-0.006769,3.032614,2.644099,6.891454740533862,0.094642,0.006558099098816705
-1.5,-1.3,0.803725363,5.251067,0.0169609513875674,2.6255335,0.1029474868739873,4.062535460973263,0.128213,5.252526,5.28747,-0.006653,3.032548,2.643735,7.331120064947266,0.094251,0.006460001895830848
-1.5,-1.2,0.683483028,5.251067,0.0169609513875674,2.6255335,0.1028077137684189,4.073678599269147,0.128213,5.252526,5.28747,-0.006653,3.032548,2.643735,7.69840828400933,0.094251,0.006460001895830848
-1.5,-1.1,0.692827736,5.251321,0.0162436794567457,2.6256605,0.1027014954944202,4.077018445198097,0.128091,5.252465,5.288149,-0.006794,3.032512,2.644074,7.978197319764601,0.093632,0.00618651172028741
-1.5,-1.0,0.75541509,5.251321,0.0162436794567457,2.6256605,0.1025590765302321,4.088097682655675,0.128091,5.252465,5.288149,-0.006794,3.032512,2.644074,8.163353535638246,0.093632,0.00618651172028741
-1.5,-0.9,0.743715066,5.251321,0.0162436794567457,2.6256605,0.1024238700185276,4.098850434570552,0.128091,5.252465,5.288149,-0.006794,3.032512,2.644074,8.249760209202003,0.093632,0.00618651172028741
-1.5,-0.8,0.876149525,5.251301,0.0156753665494147,2.6256505,0.1023070873700988,4.102534550905224,0.128598,5.252935,5.28555,-0.006209,3.032784,2.642775,8.230002261873913,0.092888,0.005970088764447021
-1.5,-0.7,0.682835048,5.251301,0.0156753665494147,2.6256505,0.1021817357361921,4.106496068158102,0.128598,5.252935,5.28555,-0.006209,3.032784,2.642775,8.092319150787224,0.092888,0.005970088764447021
-1.5,-0.6,0.8510887,5.250055,0.017186777039992,2.6250275,0.1020540645158414,4.11708830249414,0.128326,5.251571,5.285825,-0.006522,3.031996,2.642912,7.826020164946693,0.093484,0.006547275043782208
-1.5,-0.5,0.680760893,5.250055,0.017186777039992,2.6250275,0.1019253837778153,4.121307636393769,0.128326,5.251571,5.285825,-0.006522,3.031996,2.642912,7.43243607895253,0.093484,0.006547275043782208
-1.5,-0.4,0.618951759,5.250055,0.017186777039992,2.6250275,0.1017939778413255,4.125686750687508,0.128326,5.251571,5.285825,-0.006522,3.031996,2.642912,6.933325109165306,0.093484,0.006547275043782208
-1.5,-0.3,0.793513436,5.24963,0.0170028916675222,2.624815,0.1016856487800591,4.135950923504441,0.128394,5.251245,5.285081,-0.006444,3.031807,2.642541,6.369714576727937,0.093411,0.006477748590861527
-1.5,-0.2,0.696217504,5.24963,0.0170028916675222,2.624815,0.1015588982279091,4.140478412274475,0.128394,5.251245,5.285081,-0.006444,3.031807,2.642541,5.797900829768557,0.093411,0.006477748590861527
-1.5,-0.1,0.598208203,5.248907,0.0171077553899534,2.6244535,0.1014312996141409,4.14518798248745,0.128312,5.250507,5.284837,-0.006538,3.031382,2.642419,5.285971215276217,0.094037,0.006518597258421002
-1.5,0.0,0.92666349,5.248907,0.0171077553899534,2.6244535,0.1014312996141409,4.14518798248745,0.128312,5.250507,5.284837,-0.006538,3.031382,2.642419,4.9171852261020765,0.094037,0.006518597258421002
-1.5,0.1,1.02058291,5.248907,0.0171077553899534,2.6244535,0.1011861503067473,4.154767777306234,0.128312,5.250507,5.284837,-0.006538,3.031382,2.642419,4.680397753832178,0.094037,0.006518597258421002
-1.5,0.2,0.663494257,5.247733,0.0181042272814355,2.6238665,0.1010693965044688,4.159632461235263,0.128205,5.249176,5.284147,-0.006662,3.030613,2.642074,4.583975648310786,0.094822,0.006899827899565583
-1.5,0.3,0.759183764,5.247733,0.0181042272814355,2.6238665,0.1009600066650838,4.164398631604379,0.128205,5.249176,5.284147,-0.006662,3.030613,2.642074,4.579935621686007,0.094822,0.006899827899565583
-1.5,0.4,1.034720872,5.247403,0.0174942627809038,2.6237015,0.1007815773235644,4.165036704047064,0.127999,5.24826,5.284473,-0.0069,3.030084,2.642236,4.623702354659968,0.095269,0.006667779387595654
-1.5,0.5,0.789356112,5.247403,0.0174942627809038,2.6237015,0.1006811341702122,4.169840042287333,0.127999,5.24826,5.284473,-0.0069,3.030084,2.642236,4.688703734295085,0.095269,0.006667779387595654
-1.5,0.6,0.829797905,5.247403,0.0174942627809038,2.6237015,0.1005882282477721,4.174493038235682,0.127999,5.24826,5.284473,-0.0069,3.030084,2.642236,4.7636756418902015,0.095269,0.006667779387595654
-1.5,0.7,0.815799725,5.246063,0.0180904455583359,2.6230315,0.1004136471841866,4.175323390629779,0.127959,5.247359,5.283807,-0.006946,3.029564,2.641903,4.841164128387293,0.09522,0.0068967702287738054
-1.5,0.8,0.873950563,5.246063,0.0180904455583359,2.6230315,0.10033315841151,4.179765185125405,0.127959,5.247359,5.283807,-0.006946,3.029564,2.641903,4.908652348109906,0.09522,0.0068967702287738054
-1.5,0.9,0.514985191,5.245508,0.0178776408861756,2.622754,0.1002618268994528,4.183866795182944,0.127859,5.246379,5.283429,-0.007062,3.028998,2.641714,4.951433329448376,0.095973,0.006816362070623321
-1.5,1.0,0.693469081,5.245508,0.0178776408861756,2.622754,0.1000972691459682,4.184514078970982,0.127859,5.246379,5.283429,-0.007062,3.028998,2.641714,4.959256992930564,0.095973,0.006816362070623321
-1.5,1.1,0.735334244,5.245508,0.0178776408861756,2.622754,0.099933120840053,4.185091989792422,0.127859,5.246379,5.283429,-0.007062,3.028998,2.641714,4.9282002884044624,0.095973,0.006816362070623321
-1.5,1.2,0.892743738,5.244288,0.0184277353671413,2.622144,0.0998783195197304,4.188690173524447,0.127815,5.24513,5.282435,-0.007112,3.028277,2.641217,4.857616351537196,0.096466,0.007027735840267087
-1.5,1.3,0.705216014,5.244288,0.0184277353671413,2.622144,0.099722851785825,4.188806723738474,0.127815,5.24513,5.282435,-0.007112,3.028277,2.641217,4.743778140520392,0.096466,0.007027735840267087
-1.5,1.4,0.852951281,5.243448,0.0179312278902932,2.621724,0.0995687911591894,4.188758383339218,0.127881,5.244136,5.281033,-0.007036,3.027703,2.640517,4.575276854249525,0.096553,0.006839479628783656
-1.5,1.5,0.86528098,5.243448,0.0179312278902932,2.621724,0.0995267525568285,4.191826142290066,0.127881,5.244136,5.281033,-0.007036,3.027703,2.640517,4.334787207212894,0.096553,0.006839479628783656
-1.5,1.6,0.903908713,5.243448,0.0179312278902932,2.621724,0.0993793172098845,4.191308035459509,0.127881,5.244136,5.281033,-0.007036,3.027703,2.640517,4.002913317940122,0.096553,0.006839479628783656
-1.5,1.7,0.901517275,5.242807,0.0186949312945508,2.6214035,0.0992318305015892,4.190685183220245,0.127655,5.243241,5.281503,-0.007297,3.027186,2.640751,3.560269951492328,0.096704,0.007131649627594836
-1.5,1.8,0.956741463,5.242807,0.0186949312945508,2.6214035,0.0992009196465317,4.193111667862525,0.127655,5.243241,5.281503,-0.007297,3.027186,2.640751,2.99012792256832,0.096704,0.007131649627594836
-1.5,1.9,0.891738979,5.241551,0.018250591017412,2.6207755,0.0990597959004973,4.191904225762833,0.127919,5.241923,5.278579,-0.006993,3.026426,2.639289,2.948660272867483,0.097238,0.006963813198578817
-1.5,2.0,0.959712447,5.241551,0.018250591017412,2.6207755,0.0989207060731097,4.190373133121503,0.127919,5.241923,5.278579,-0.006993,3.026426,2.639289,2.948660272867483,0.097238,0.006963813198578817
-1.5,2.1,0.904011951,5.241551,0.018250591017412,2.6207755,0.0987817734286579,4.188653468228233,0.127919,5.241923,5.278579,-0.006993,3.026426,2.639289,2.948660272867483,0.097238,0.006963813198578817
-1.5,2.2,0.932427233,5.239978,0.0186234255726365,2.619989,0.0986468333321964,4.186415170932998,0.127675,5.240167,5.278284,-0.007274,3.025412,2.639142,2.948660272867483,0.09767,0.007108207543099036
-1.5,2.3,0.85451786,5.239978,0.0186234255726365,2.619989,0.0986258498006079,4.188091867673075,0.127675,5.240167,5.278284,-0.007274,3.025412,2.639142,2.948660272867483,0.09767,0.007108207543099036
-1.5,2.4,0.826880817,5.239195,0.018292234482911,2.6195975,0.0984930441665871,4.185436431572826,0.127838,5.239019,5.276144,-0.007086,3.024749,2.638072,2.948660272867483,0.098086,0.006982841632316034
-1.5,2.5,0.957344889,5.239195,0.018292234482911,2.6195975,0.0983623158913558,4.182374201844689,0.127838,5.239019,5.276144,-0.007086,3.024749,2.638072,2.948660272867483,0.098086,0.006982841632316034
-1.4,-2.5,0.703572084,5.251491,0.0184063406921368,2.6257455,0.104565827247512,3.937365258675321,0.127732,5.252662,5.290525,-0.007208,3.032626,2.645263,2.948660272867483,0.094977,0.007009948485920209
-1.4,-2.4,0.833494287,5.251491,0.0184063406921368,2.6257455,0.1044213308246989,3.95129088486597,0.127732,5.252662,5.290525,-0.007208,3.032626,2.645263,2.948660272867483,0.094977,0.007009948485920209
-1.4,-2.3,0.760941141,5.251464,0.0185575619661895,2.625732,0.1042850461234928,3.964546210971996,0.127734,5.252577,5.290426,-0.007206,3.032576,2.645213,3.1104601273589005,0.095186,0.00706757657148159
-1.4,-2.2,0.648635575,5.251464,0.0185575619661895,2.625732,0.1041416094939193,3.977815972329708,0.127734,5.252577,5.290426,-0.007206,3.032576,2.645213,3.605733615504159,0.095186,0.00706757657148159
-1.4,-2.1,0.661494272,5.251581,0.0172864360623825,2.6257905,0.1040017216867069,3.990649872376677,0.127925,5.252899,5.289595,-0.006986,3.032763,2.644797,4.096915388036928,0.094655,0.006583326454407731
-1.4,-2.0,1.136475814,5.251581,0.0172864360623825,2.6257905,0.1038608165867241,4.00324634064558,0.127925,5.252899,5.289595,-0.006986,3.032763,2.644797,4.589150944139071,0.094655,0.006583326454407731
-1.4,-1.9,0.691650987,5.251581,0.0172864360623825,2.6257905,0.1037922221335885,4.005842687024674,0.127925,5.252899,5.289595,-0.006986,3.032763,2.644797,5.091801867816996,0.094655,0.006583326454407731
-1.4,-1.8,0.728343542,5.251573,0.0172252962501917,2.6257865,0.1036479924894018,4.018201582137575,0.128011,5.25289,5.289062,-0.006886,3.032757,2.644531,5.61767121400936,0.094379,0.006560052102557348
-1.4,-1.7,0.963051892,5.251573,0.0172252962501917,2.6257865,0.103504245971174,4.030289018684093,0.128011,5.25289,5.289062,-0.006886,3.032757,2.644531,6.172503436465344,0.094379,0.006560052102557348
-1.4,-1.6,0.74135978,5.251272,0.0172191810854207,2.625636,0.1033616994240967,4.04209148232299,0.128112,5.252642,5.288198,-0.006769,3.032614,2.644099,6.743784124625263,0.094642,0.006558099098816705
-1.4,-1.5,0.700615451,5.251272,0.0172191810854207,2.625636,0.1032795229641604,4.044877286872572,0.128112,5.252642,5.288198,-0.006769,3.032614,2.644099,7.307811933196179,0.094642,0.006558099098816705
-1.4,-1.4,0.695086372,5.251272,0.0172191810854207,2.625636,0.1031330161959684,4.056518171841878,0.128112,5.252642,5.288198,-0.006769,3.032614,2.644099,7.833147975123068,0.094642,0.006558099098816705
-1.4,-1.3,0.773422326,5.251067,0.0169609513875674,2.6255335,0.1029898606321835,4.067852246476304,0.128213,5.252526,5.28747,-0.006653,3.032548,2.643735,8.270367324693526,0.094251,0.006460001895830848
-1.4,-1.2,0.668954722,5.251067,0.0169609513875674,2.6255335,0.1028467688481413,4.079002107221299,0.128213,5.252526,5.28747,-0.006653,3.032548,2.643735,8.547825300863877,0.094251,0.006460001895830848
-1.4,-1.1,0.674491728,5.251321,0.0162436794567457,2.6256605,0.1027479480739217,4.082148666968165,0.128091,5.252465,5.288149,-0.006794,3.032512,2.644074,8.618205287748092,0.093632,0.00618651172028741
-1.4,-1.0,0.874332396,5.251321,0.0162436794567457,2.6256605,0.1026031746554622,4.093179950645626,0.128091,5.252465,5.288149,-0.006794,3.032512,2.644074,8.50935907228843,0.093632,0.00618651172028741
-1.4,-0.9,0.899005797,5.251321,0.0162436794567457,2.6256605,0.1024919675142121,4.09669891535905,0.128091,5.252465,5.288149,-0.006794,3.032512,2.644074,8.273500003248268,0.093632,0.00618651172028741
-1.4,-0.8,0.785214042,5.251301,0.0156753665494147,2.6256505,0.1023533093908215,4.107450899611961,0.128598,5.252935,5.28555,-0.006209,3.032784,2.642775,7.948044205258077,0.092888,0.005970088764447021
-1.4,-0.7,0.730982473,5.251301,0.0156753665494147,2.6256505,0.1022361474750091,4.1112045846056,0.128598,5.252935,5.28555,-0.006209,3.032784,2.642775,7.572932538121258,0.092888,0.005970088764447021
-1.4,-0.6,0.65395386,5.250055,0.017186777039992,2.6250275,0.1021038441237675,4.121762191726005,0.128326,5.251571,5.285825,-0.006522,3.031996,2.642912,7.209329273270901,0.093484,0.006547275043782208
-1.4,-0.5,0.854812783,5.250055,0.017186777039992,2.6250275,0.1019798991334382,4.125874875876357,0.128326,5.251571,5.285825,-0.006522,3.031996,2.642912,6.8979388869208496,0.093484,0.006547275043782208
-1.4,-0.4,0.752923075,5.250055,0.017186777039992,2.6250275,0.1018459061067184,4.130400817409131,0.128326,5.251571,5.285825,-0.006522,3.031996,2.642912,6.608607183101729,0.093484,0.006547275043782208
-1.4,-0.3,0.689201052,5.24963,0.0170028916675222,2.624815,0.1017351297947226,4.140519154663068,0.128394,5.251245,5.285081,-0.006444,3.031807,2.642541,6.3022232408531424,0.093411,0.006477748590861527
-1.4,-0.2,0.807585441,5.24963,0.0170028916675222,2.624815,0.1016068157280664,4.145153559147304,0.128394,5.251245,5.285081,-0.006444,3.031807,2.642541,5.978805792812287,0.093411,0.006477748590861527
